id,artist_id,album_title,genre,year_of_pub,num_of_tracks,num_of_sales,rolling_stone_critic,mtv_critic,music_maniac_critic
73844,7441,Finnish Uzbek Magyar Hungarian Legal,K-Pop,2002,15,161507,2,4,1
73845,38495,Civil Mongolian I think And,Metal,2000,13,31343,2,2.5,3.5
73846,14147,Sorry,Pop,2000,5,259044,2.5,2,3.5
73847,47216,Polish Polac Banana Wild,Rap,2000,11,813782,2.5,4,3.5
73848,16837,Nepali Competitive Ride In the Sky,Punk,2010,11,992747,3,2.5,4.5
73849,28385,Fire Else Totally Jinyu,Punk,2003,2,875238,2.5,3,2.5
73850,11775,Realistic,Pop,2010,10,271261,4,4,4
73851,29827,Electronic,Electro-Pop,2019,14,293869,4,2.5,2
73852,40257,Present,Indietronica,2002,15,42685,3,4.5,4
73853,34645,Old,Indie,2012,5,58538,1,2,4.5
73854,8848,Of Loves Does Bahasa The Story of Make It,Folk,2017,15,836856,3.5,1.5,4
73855,37580,Legs Nepali Sudden Intelligent,J-Rock,2016,11,508356,4.5,1.5,3
73856,1018,known,Ambient,2017,5,114038,2.5,2,1
73857,32399,Jeep,Parody,2002,15,955941,4,5,2.5
73858,21682,The Long And Winding Spoon Of Hunger,Punk,2004,14,796254,0.5,3.5,5
73859,48309,Falling in Love with Cereals Speech-Language Pathologist Lexus Rupert,Brit-Pop,2009,9,996405,2,2.5,5
73860,12193,History Suspicious No Human I'll,Parody,2018,9,865958,2,0.5,0.5
73861,25370,Arabia Will Music Sister,Holy Metal,2010,12,375566,2,4.5,1
73862,25936,Veterinarian Tosk,Gospel,2017,8,26040,2.5,3.5,3
73863,45469,Guilty Turkish Significant Aware,Progressive,2018,15,979397,2,1,4.5
73864,42783,Impressive Kenworth,Dance,2008,12,557931,4.5,1.5,4
73865,37359,Decent Carpet Public Relations Specialist,Pop,2019,9,987972,3,5,1
73866,44929,Deafening Bear Brawny Najdi,Black Metal,2016,3,787455,4.5,2,1.5
73867,19714,Able Jamila The Delightful Heroes of Wales Estar Police Officer Of Love,Jazz,2005,7,453454,3.5,4.5,3
73868,20709,Remarkable,Boy Band,2004,5,713148,3,1.5,4
73869,16025,Towering Electrical Fierce,Dance,2016,5,891460,2,1,4
73870,571,Flat Life Society,Blues,2008,6,896222,0.5,3.5,1
73871,19814,Aboriginal Magic,Pop-Rock,2009,8,396276,0.5,4.5,3
73872,15094,Traditional Support Lovers Rhinoceros Search,Ambient,2006,4,291569,3,2.5,0.5
73873,31238,Albanian Chrysler Shaggy,Black Metal,2013,8,510397,3,5,3
73874,18576,Dreamed Informal,Punk,2003,2,411215,1.5,3,2.5
73875,28949,Tu Cuerpo En Mi Cabeza,Latino,2013,8,223467,4,0.5,4
73876,48049,Icelandic Terrible,Dance,2013,13,692036,2.5,2,1
73877,9218,The Long And Winding Road Of Love Stealing your,Electro-Pop,2018,4,595030,2.5,3.5,3.5
73878,44943,Sweet Old Uzbekistan Cat,Techno,2015,3,457567,3,4.5,4.5
73879,18076,Darkness Hanger Elementale Embarrassed Saudi,Latino,2010,8,308950,4,1,5
73880,37537,Construction Old Fluffy Tree,Indie,2012,9,883990,5,1.5,1.5
73881,9502,Federal Gonna Dark Exciting The Long And Winding Road,Indie,2004,15,352802,1.5,0.5,4
73882,13545,Tiger,Country,2010,10,708787,4.5,1,1.5
73883,43523,Referee Hungary Kenworth,Gospel,2008,14,152248,3.5,2.5,0.5
73884,30032,Inner Analyst,Unplugged,2018,5,925731,0.5,4,1
73885,48114,Administrative Insurance For my Chinchilla Heat,Rock,2006,6,772770,2.5,5,4
73886,16251,Fluffy Estar Rat Various Familiar,Retro,2002,5,637489,3.5,5,3.5
73887,43954,Form Economist,Brit-Pop,2003,14,441382,5,4,2.5
73888,29475,Computer Systems Loves Wine Alpaca,Indie,2002,12,779444,4,1.5,5
73889,37299,Uzbekistan Maria Anteater Indonesia Italy,Indie,2002,2,36323,0.5,4,2.5
73890,41279,Belief Yellow Girl,Indie,2013,15,64979,1.5,2.5,1.5
73891,41946,In the Sky Wine,Rock,2014,4,476087,4.5,3.5,2
73892,4431,Miss Johnson Star Trek Alleged Counselor Significant,Pop,2005,2,49950,4,3.5,3
73893,32363,Arabic,Black Metal,2017,14,431533,4,3.5,2.5
73894,19227,Massive Search,Ambient,2008,6,582075,3.5,3.5,0.5
73895,27963,The Long And Winding Spoon Of Hunger,Punk,2007,5,198998,3.5,3.5,1
73896,13265,Informal You are My Relevant Life,Death Metal,2019,7,710673,5,1.5,2.5
73897,42432,Turkish Sister Spanish,Rock,2004,8,426457,4.5,3.5,1
73898,41373,Immediate Believe Mare Architect Assistant,Death Metal,2007,10,422311,3,1.5,3
73899,27543,Substance Connect,Metal,2000,5,286041,4.5,1.5,0.5
73900,36820,Mindless Preschool Teacher,Dance,2007,3,836199,3,1,2.5
73901,18010,Curious DJ Mix Dentist Psychedelic,Rap,2001,14,486017,3,4,1
73902,25631,How Much Varney Are You,Heavy Metal,2008,4,352050,2,1.5,4.5
73903,31232,Polish Polac Banana Wild,Rap,2013,3,580675,1.5,2,5
73904,27963,Fearsome Hungry Substance Fall,Pop,2011,12,779975,2,2,2.5
73905,16789,Present Tutti i Frutti Several Tetum Tiny,Folk,2011,14,732854,1.5,5,4
73906,9572,Tu Cuerpo En Mi Cabeza,Latino,2017,13,509570,4.5,2,2
73907,28592,You are My Mouse,Live,2010,12,805278,4,0.5,4
73908,47657,Fire Middle School Teacher Boy Of Love In the Sky,Parody,2007,2,439866,3.5,1,3.5
73909,38610,Matteo,Pop-Rock,2014,8,635023,0.5,1,2.5
73910,39955,Loves,Parody,2017,14,416881,2,2,0.5
73911,18811,Just Wanna Have Narges,Death Metal,2003,3,832135,3.5,2,2.5
73912,30198,School Psychologist,Rock,2004,13,939371,3,5,3
73913,4192,Talented Desktop publisher That Doggies Comprehensive,Metal,2010,8,683253,4,4,3
73914,23018,Unfair Inner Summer Audi Important,Ambient,2000,12,553313,1.5,3.5,1
73915,29079,Public Relations Specialist Dangerous Color,Pop,2015,4,229649,1.5,2.5,1
73916,29194,Does Drafter Show Minangkabau Follow,Black Metal,2012,5,539457,2.5,1.5,4
73917,46114,Not my Califiornia Never Forget the,Black Metal,2003,11,125170,1.5,5,3
73918,37059,Muddy,Country,2019,6,866741,4,4.5,0.5
73919,48401,Of I'm Da Real Waterbuck Aggressive Goblin,Dance,2008,9,37712,1,5,0.5
73920,34045,My Psychologist Miss,Dance,2014,13,245845,3,3.5,2.5
73921,31315,Lucky Dark Turquoise,Pop,2009,14,762506,1.5,2.5,4
73922,24754,All My Little Cowboys Drinkin' in the Night,Western,2006,11,993362,2,1.5,0.5
73923,42709,No Human,Compilation,2017,3,123730,2.5,2.5,0.5
73924,46510,Morocco Just for OCamel,Rap,2008,6,604617,2,0.5,0.5
73925,8829,Latter,Pop,2018,14,916988,2,0.5,1
73926,42262,Turkish Stews,Jazz,2006,15,895278,4,3,4.5
73927,49259,First House Drived Loves Overflow,Lounge,2008,11,421048,5,1,1.5
73928,31499,Is as China,Indie,2015,13,250573,1.5,0.5,2
73929,23128,Print China Competitive Beer Of Lover,Alternative,2012,2,427866,2.5,1.5,4
73930,1074,Arkansas Of Love,Rock,2015,14,25998,3.5,3,2.5
73931,32189,Sorry Weak,Metal,2000,15,672173,3,2,3.5
73932,2025,Megabanana,Folk,2015,8,600175,2.5,5,3.5
73933,12407,Fear Scarce Butter Peugeot,Heavy Metal,2005,6,208917,5,2,1.5
73934,27272,Maruti Suzuki Electrical,Deep House,2011,11,991589,4,3.5,2
73935,33201,Tu Cuerpo En Mi Cabeza,Latino,2003,13,719749,2,4.5,4.5
73936,3274,Tiger Psychological M.E.N.T.A.L Don't Forget the Summer,Death Metal,2008,8,598765,3,1,2
73937,34873,Logical Of,Rock,2005,10,456265,4.5,0.5,2.5
73938,3251,Vauxhall Dental Hygienist Moccasin Automatic Inner,Parody,2015,9,961931,2.5,1,5
73939,15585,Stealing your Lamb Just For Fun,Metal,2007,5,119358,4.5,2,3.5
73940,45887, Toyota I'll American Boy Speed The Blue,Rock,2002,14,226770,4,5,2.5
73941,7622,The Long And Winding Spoon Of Hunger,Punk,2009,4,120136,4,5,4
73942,40752,Inside the Box Cause,Retro,2004,8,771993,1,4.5,4
73943,42146,Sexy Comodino Of Desire,Boy Band,2012,15,687449,3.5,3,2
73944,270,Chameleon Pray Believe,Dance,2006,12,73005,1,3.5,4.5
73945,46660,The First Human BMW,Jazz,2014,11,561830,1,3,3.5
73946,38777,Remarkable Make it Geese Repeat,Dance,2005,12,157456,1.5,2.5,3.5
73947,4856,Tiny Elegant As,Parody,2007,12,960183,2,0.5,4.5
73948,49898,Dentist,Retro,2000,6,392164,4.5,3,4.5
73949,26808,Electrical Of Thunder Engineer Of Lover Algerian,Pop,2019,4,644904,2,2.5,3.5
73950,10754,Sheep Analyst Ambra Totally,Western,2007,7,662563,3,1.5,1
73951,97,Zinc Capybara Upset Moccasin Dark Turquoise,Pop-Rock,2015,5,557413,3.5,3,4
73952,21776,Human  Toyota Obviously Yue,Lounge,2014,8,712104,2,2,3.5
73953,15871,Support,Dance,2016,4,651970,0.5,2,4
73954,26445,Drafter Carrots No Pantalones State of,Retro,2015,14,882166,4,1.5,3.5
73955,12525,Echo,Ambient,2009,6,167645,2.5,3,3.5
73956,15617,Conscious,J-Rock,2000,6,296644,0.5,3.5,0.5
73957,45775,Sheep Prince Of Music,Gospel,2002,14,698563,3,3,4
73958,15223,Decent,Indie,2000,15,173744,1.5,3,1
73959,34147,Former,Metal,2000,7,438734,0.5,2,4.5
73960,25959,Unlikely Make it Intelligent Flippin' Pony,Metal,2010,6,724122,1.5,0.5,4.5
73961,47046,Goodbye Niichan My Friend,Live,2003,3,936968,4,5,2.5
73962,41826,Kia Hills Bug Camel,Gospel,2001,9,245632,5,1.5,1.5
73963,38861,Go!,Country,2017,4,174455,4.5,4.5,4
73964,20740,Old Mandarin Additional For Us Come On,Western,2006,15,187323,1,4.5,1.5
73965,49720,Editor Magyar Hungarian Critical Miami Dream Information,Folk,2010,4,767837,4.5,5,4.5
73966,4015,Incredible For Me Maria,Jazz,2005,6,631839,2,1,1.5
73967,44510,Ultra-Maximus Spain Every,Gospel,2007,2,94425,2,3,4
73968,22550,Mazda Hot Pahari,Dance,2006,13,259574,5,3,3.5
73969,36820,Needy,Punk,2016,5,930221,3.5,0.5,0.5
73970,5405,Unfortunate Sorry Entertaining Trick Xiang,Heavy Metal,2006,3,6976,3,1,3.5
73971,7276,Pleasant Polish Question Richer Lucky,Unplugged,2015,12,133587,1.5,4,1
73972,19598,Enemy Thunder Good Magical,Live,2009,10,184642,4.5,1.5,1.5
73973,20203,Plate Fireman Odd Scream Way,Death Metal,2017,12,170513,2.5,2,2.5
73974,43384,Blue Police Officer,Pop-Rock,2018,2,769645,0.5,5,2
73975,8387,Pakistan,Techno,2015,9,938099,1.5,4.5,5
73976,32052,Miss Ampelmann Fluffy,Blues,2013,3,722766,3.5,3,1.5
73977,1153,Maintenance & Repair Worker Eat Drink and Be Merry,Rock,2009,12,237496,1.5,1.5,4
73978,38032,Soul Of My Gig,Compilation,2008,11,688138,5,5,1
73979,9254,Cow To my Beloved Unfair Reforge A Quiet,Deep House,2002,12,848091,4,0.5,1
73980,39880,Terrible,Indie,2011,12,358549,4,5,5
73981,38739,Public Relations Specialist Salads Poland Unicorn In the Sky,Western,2013,11,973935,5,4.5,4.5
73982,28338,Reloaded Of Entertaining,Dance,2018,12,153696,2,2,5
73983,33835,Northern Hindko DJ Mix,Rap,2004,13,937143,3,1,2
73984,34085,Belief Yellow Girl,Indie,2000,6,303307,3,2,0.5
73985,43647,Rat,Rap,2008,14,55610,4,1,2.5
73986,33880,Stick Zeus Assistant,Deep House,2003,11,127833,2,1,4
73987,42133,Persian Unfortunate I Really Want Traditional Fade,Country,2015,4,784880,0.5,2.5,2
73988,27385,Dog Zeus Is a Rich Personality,K-Pop,2002,2,663535,5,2,2
73989,18490,Critical Uzbekistan Drive Towards Chocolate,Black Metal,2016,3,889661,4,4,1.5
73990,868,Lahnda,Blues,2015,7,621757,5,5,2.5
73991,21351,Moves Huge,Pop,2009,13,509128,3.5,3,1.5
73992,31404,Tiger Festival Party,Pop,2008,14,790723,3.5,0.5,4.5
73993,36460,The Long And Winding Road,Death Metal,2003,15,185024,5,4.5,5
73994,3031,Secretive Discovery In the Sky Miss FAW,Techno,2007,3,707267,1,5,2
73995,25084,Ride First Driver Majestic,Live,2004,8,138961,3,1.5,0.5
73996,35216,Asleep My Fluffy Pahari You are My,Deep House,2005,10,807765,4,2.5,4
73997,15970,Permit Yo No Puedo Porsche Hebrew Distance,Pop-Rock,2001,3,919133,2,3.5,3.5
73998,30638,Alleged China,Western,2002,2,346662,3.5,0.5,2.5
73999,27127,Tiger Festival Party,Pop,2016,8,256785,0.5,2,3
74000,47767,Impressive Yellow Majestic Aboriginal Good,Rock,2019,13,3146,1,5,2.5
74001,22906,Automotive mechanic Listen Next to Typical Unicorn,J-Rock,2014,13,636803,2,2,2
74002,19775,Leopard Lovers,Punk,2011,11,993894,1,2,5
74003,26822,Spanish Powerful Blue Computer Systems Gentle,Progressive,2000,13,695262,4.5,5,1
74004,17458,Size Better have Direful,Latino,2007,6,595172,4,5,3
74005,5431,Computer Systems Tata Motors They Practical,Pop,2005,8,883047,5,3.5,1.5
74006,20397,Kenworth Inner kneel Financial Logical,Pop,2008,11,254371,0.5,4,4.5
74007,38395,Sandwiches Inside the Alligator,Blues,2004,7,303033,4,3.5,0.5
74008,23625,Pakistan In the Sky Shame,Gospel,2008,14,460002,4,1.5,2
74009,39432,Dark Butter,Pop-Rock,2017,7,547600,4.5,4,0.5
74010,44780,Polish Polac Banana Wild,Rap,2016,9,359494,1.5,2,5
74011,12732,Unable Morgan Adjoining,Blues,2018,6,15239,2.5,1,4.5
74012,15009,I'm,Dance,2013,13,994961,1,5,5
74013,8589,The Long And Winding Road Of Love Stealing your,Electro-Pop,2010,4,56767,4,4.5,1.5
74014,9707,Polish Polac Banana Wild,Rap,2014,3,827686,5,2,5
74015,21062,Bulgaria Stews,Indie,2001,11,917203,5,4,4.5
74016,26029,Unlikely Is Standard Hear  cuddly,Western,2004,13,49731,1,2.5,5
74017,10431,Counselor Indonesia Sandwiches,Live,2017,8,469845,3.5,0.5,2
74018,34160,Mental Remake Frank Booth,Punk,2012,10,901219,1,3.5,4
74019,30627,Pencil Believe North Levantine Flip,Pop-Rock,2005,10,414156,1,2,4
74020,33071,Magic Panda,Indie,2010,14,474968,3.5,3.5,5
74021,40478,Mad Firetruck Maintenance & Repair Worker Believe,Rap,2003,7,810890,3,2,3
74022,12533,Indonesian,Pop,2000,10,807634,1.5,2,3.5
74023,24170,Wipe In the Sky Technical Wonderful Intelligent,Latino,2011,14,533841,4,1,3
74024,46092,In Your Eyes The,Boy Band,2018,8,604149,3.5,1.5,3.5
74025,39987,Excalibur Central And,Indie,2000,8,292990,4.5,4,3.5
74026,16316,Like Boring Severe,Punk,2007,4,872940,3,5,1
74027,31514,Tamil Italian,Pop,2018,13,297008,4.5,2,3.5
74028,15753,Fear Animals Headless Chicken Cashier Seafood,Boy Band,2009,12,84661,1.5,4.5,2.5
74029,46139,Automotive mechanic Najdi Unlikely Panda Arabic,Latino,2006,8,960696,0.5,4.5,3
74030,45248,Icelandic,Deep House,2004,9,927097,4.5,0.5,4.5
74031,4045,Belief My Permit Central known,Punk,2017,10,934095,2,3.5,0.5
74032,20541,Waterbuck Rat,Indie,2000,4,792720,4.5,5,0.5
74033,11316,Matteo Upside Down Of Love Klingon I Really Want,K-Pop,2019,15,738496,2,2.5,0.5
74034,9977,Responsible,Indie,2011,8,94379,2.5,2,0.5
74035,43758,Computer Hardware Electrical Lucky,Metal,2001,13,764445,2,1,2.5
74036,34904,School Psychologist,Pop-Rock,2008,11,234154,3,3,3
74037,9226,Syria At Zeus Never Forget the,Jazz,2005,15,384536,3.5,3,1
74038,30046,Unhappy Computer Systems My Best Vauxhall,Rock,2018,2,741128,5,1,2.5
74039,20177,No Pantalones Clamp You Ugly,Retro,2009,8,432451,4,3.5,2.5
74040,31439,Just Wanna Have Narges,Death Metal,2009,9,89248,4.5,3.5,4.5
74041,28428,Mandarin,Indie,2001,12,548206,1.5,4,1.5
74042,26326,Ford Connect,Jazz,2006,2,343734,3.5,2,3
74043,10287,Psychological Civil,Ambient,2000,7,544768,5,0.5,1
74044,18851,Computer Systems Editor Saudi Spanish Throw Me,Indietronica,2019,7,262167,4.5,1,4.5
74045,10379,Reporter,Western,2018,11,629475,2.5,3,1
74046,27694,Belief Yellow Girl,Indie,2006,9,257545,4,5,1.5
74047,48088,Scarce,Pop,2007,2,151505,0.5,3,4.5
74048,25564,Scarce,Rock,2003,5,841351,3,3.5,5
74049,42073,Decent A Wild Of Love,Indie,2018,11,133281,0.5,3.5,2.5
74050,7404,Competitive Lovers Talented,Pop-Rock,2003,6,760315,0.5,2,4.5
74051,16884,My Best Blue,Gospel,2005,5,240984,2.5,1,0.5
74052,47785,Inconcepibile Social Worker Wild And,Indie,2017,13,625636,3,2,5
74053,35543,How Much Varney Are You,Heavy Metal,2003,3,618966,5,3.5,3
74054,41649,High,Parody,2007,15,635100,3.5,3,3.5
74055,2456,Stealing your,Pop,2009,7,997717,0.5,4,5
74056,4493,Successful Of Love,Lounge,2019,13,737382,3,5,5
74057,45342,China,Brit-Pop,2000,5,884037,3.5,3.5,1
74058,34419,Son Make It Polish Gan Kicked,Pop,2010,11,459360,3.5,3.5,2.5
74059,419,Goodbye Niichan My Friend,Live,2018,9,307991,1,3,1
74060,810,Upside Down The Queen Asleep Veterinarian,Indie,2012,9,421003,5,1,5
74061,39525,Arkansas Of Love,Rock,2012,15,638691,3.5,2,5
74062,32708,Moneyless Turkmenistan,Latino,2016,11,736871,0.5,1.5,3
74063,25854,Oryx Pharmacist Call me Turkish,Folk,2005,4,63316,2.5,0.5,5
74064,8235,Tiger Festival Party,Pop,2013,11,111298,1.5,3,5
74065,2454,Sports Upset BMW,Rap,2009,2,94743,0.5,4,0.5
74066,47010,Show Urban Planner Legs Psychological Dancer,Rock,2012,5,596588,4.5,0.5,3.5
74067,35587,Wooden Insurance,Compilation,2018,6,130965,3.5,3,3
74068,771,Morocco,Rap,2019,4,453672,2,0.5,0.5
74069,37475,Lamacorno,Electro-Pop,2008,11,909028,1,4.5,5
74070,2216,Needy Inconcepibile,Indietronica,2015,6,691912,4.5,2,3
74071,36292,Eastern Goodbye my Old Music,Progressive,2016,6,872070,4.5,1,5
74072,13502,Enemy Llama,Pop-Rock,2016,7,921598,0.5,4,0.5
74073,41162,FAW,Deep House,2000,7,53853,2.5,3,0.5
74074,39649,Doggies In the Sky,Blues,2014,2,303445,2,4,0.5
74075,2122,Messy FAW Klingon,Indie,2008,4,434548,4,4.5,2.5
74076,43700,Big Jollar Falling in Love with,Blues,2011,2,804743,4.5,1.5,3.5
74077,3356,Headless Chicken Lonely Hunted,Pop-Rock,2014,7,635346,1.5,1,1
74078,8312,Follow I Ain't No,Indietronica,2002,13,136615,2,2,1
74079,14165,Wipe To my Best,Metal,2006,12,807218,4.5,3.5,1
74080,6046,Zebra Chef,Holy Metal,2004,10,239598,5,1.5,5
74081,24979,Follow Gamer Click,Folk,2016,2,21901,5,2.5,4.5
74082,30434,Slovak,Retro,2018,13,202156,4,3.5,2.5
74083,40666,Of Love Down Tiny Editor Belligerent,Parody,2013,3,753892,1,2.5,2.5
74084,35696,Black Green Curious Candy Large,Parody,2003,4,203913,4,4,1
74085,35979,Insurance Entertaining Aboriginal Mandarin Dreamed,Ambient,2015,2,905632,3,3,5
74086,31033,Polish Polac Banana Wild,Rap,2007,8,386052,0.5,4,2
74087,29707,Relax War Hands Geese,Unplugged,2018,6,121672,2.5,1,5
74088,6015,Tata Motors Additional Shy Ermine,Rap,2010,9,347868,5,3.5,5
74089,42230,Basic,Trap,2017,4,364019,4,0.5,3
74090,34679,Elk Obvious Italian,Boy Band,2015,10,139047,2,0.5,2
74091,35725,Fireman,Folk,2002,15,68785,5,4,1.5
74092,35935,Hijazi Running Around Like a,K-Pop,2001,3,392008,2,1,2
74093,17823,Nervous Hey Jason Smart Abuse,K-Pop,2015,15,912905,3,4,4
74094,47868,Muddy Too Much Exciting Boring,Black Metal,2018,5,151068,0.5,4.5,5
74095,33057,Entertaining Sudden,Heavy Metal,2014,7,74791,4.5,4,3.5
74096,28626,Cool Larbi From Moonlight Green,Progressive,2017,2,177943,2.5,4,0.5
74097,638,Pure,Pop-Rock,2015,14,987615,3,5,1
74098,28664,Of Death Spain Ultra-Maximus Historical Buick,Lounge,2016,15,108159,1.5,2,1
74099,7460,Toe Photographer,Indie,2013,13,654072,1.5,2,3
74100,46114,Similar,Ambient,2010,14,173234,2.5,1.5,4
74101,18273,Pencil Of So Sad or So Mad Indonesia,Jazz,2011,14,963219,4.5,5,2.5
74102,40650,To Cause,Indie,2016,4,683724,2,2,1.5
74103,30982,Dog Of Aiurveda,Indietronica,2007,7,624085,0.5,4.5,5
74104,44242,Mind The Bus,Dance,2001,7,267416,5,3.5,0.5
74105,13678,Sexy Comodino Of Desire,Boy Band,2013,14,573452,3,5,1
74106,22122,Paramedic Sheet Fire Friendly,Lounge,2019,3,827145,1.5,0.5,3
74107,44619,Marketing Humans Tapir Counselor,Parody,2004,12,325670,2,1.5,1
74108,47970,Messy Jeep Fear Mandarin Magic,Black Metal,2001,12,458517,5,3,4.5
74109,6391,Shop In the Sky,Trap,2014,10,502716,1,4,5
74110,3108,Bulgaria Kicking your,J-Rock,2006,5,437751,5,1.5,2
74111,10446,Beyond Fear,Punk,2012,6,60561,2,1,5
74112,32557,Secretive Bertie,Heavy Metal,2005,15,384273,1,1,2
74113,22486,Star Trek Financial Available Hands,Electro-Pop,2014,3,224743,5,0.5,3.5
74114,43526,Overflow Green Dolls,Parody,2013,4,690754,2,4,3
74115,853,Albania Mad Robbers,Trap,2013,12,607157,3.5,4.5,5
74116,28698,Mad Of Love Pakistan,Unplugged,2004,8,772484,5,3,1.5
74117,31484,Additional Curious,Western,2002,2,190757,1.5,3.5,1
74118,682,Loves Eat Drink and Be Merry Careful,Pop-Rock,2009,15,612604,1.5,4.5,4
74119,617,Star Driver Of Love,Country,2006,14,466498,3,5,4
74120,29968,Boy Poland Flippin' Pony Upside Down,Lounge,2016,14,30146,3.5,5,4.5
74121,12301,Flat Life Society,Blues,2008,12,168126,3.5,1,2.5
74122,38350,Mental Police Officer,Indie,2001,12,360338,4.5,2.5,4
74123,42179,Cool Larbi From Moonlight Green,Progressive,2013,8,348956,1.5,5,4
74124,17478,Polish Polac Banana Wild,Rap,2012,9,840244,5,2,1.5
74125,32467,Inner Alive Civil,Compilation,2009,6,676521,2.5,4.5,1
74126,41667,Aggressive Indonesia Is as My Loves,Progressive,2003,2,386959,3.5,4,4
74127,7843,Cute Black,Trap,2011,2,245061,5,4.5,2
74128,4660,Fireman Dark Red Urdu Humans Believe,Brit-Pop,2017,12,225551,5,3.5,0.5
74129,12614,Squirrel Stews Just For Arrange Curious,Pop,2009,8,817129,2.5,5,3.5
74130,46439,Budget analyst Photographer Min Nan,Pop,2006,6,686676,4,4.5,3.5
74131,27114,So Wild Ultra-Maximus Sword Just For,Latino,2011,7,69853,1,1.5,1
74132,42261,Traditional I'm Da Real Brawny,Pop,2015,2,379374,5,2.5,3
74133,28723,Tu Cuerpo En Mi Cabeza,Latino,2017,11,277107,1,2.5,0.5
74134,27518,kill Buick Fearsome Obvious,Heavy Metal,2016,13,817566,3.5,1.5,0.5
74135,12131,Else Min Nan For Us Useful Mazda,Pop,2002,3,2350,4,1,3
74136,2723,Polish Polac Banana Wild,Rap,2010,12,386012,3.5,4,0.5
74137,46709,Mind The Bus,Dance,2015,7,623121,1.5,5,1
74138,47560,Trick Agent,Rap,2008,11,883089,4,4,2
74139,30483,Just Wanna Have Narges,Death Metal,2005,8,352444,3,1,1.5
74140,43515,Vanuatu DJ Mix,Blues,2018,6,706253,1.5,1,2
74141,17298,Big,Dance,2010,2,344316,4,1.5,1
74142,33477,Talented Loves,Dance,2000,14,902984,1,1,2
74143,26669,Raccoon,Rap,2017,3,735685,4.5,0.5,0.5
74144,34163,Unlikely Beyond Riding,Indie,2001,4,939856,2,1,0.5
74145,12856,Bulgaria Fall Realistic Doggies Construction,Deep House,2019,7,33329,4.5,2,1
74146,16521,Zebu Wine Desperate Complete,Holy Metal,2007,8,804679,2,2.5,4
74147,32897,Loves Environmental,Jazz,2002,5,676816,4.5,1,3
74148,14311,Candy,Rock,2005,11,149677,4.5,3.5,4
74149,19148,Architect Eleven Shame South Levantine,Pop,2002,4,651923,0.5,4,5
74150,29790,Richer My Best Sudden East Timor,Indie,2009,10,713798,3.5,2.5,1
74151,25959,Permit Volkswagen Parakeet,Pop,2011,6,152211,4,3,5
74152,22529,Like Spaghetti Adjoining,Indie,2008,15,71080,3,4,5
74153,31902,Manager Clamp Marketing Malaysia,Death Metal,2018,4,524925,0.5,4,5
74154,13655,Dancer Subaru Matteo Ampelmann,Trap,2008,5,802242,1.5,2.5,1
74155,18974,Shame Terrible Lamb,Indietronica,2010,13,130069,5,1.5,2
74156,9485,Sings Chevrolet Dental Hygienist Jewel,Death Metal,2013,6,65401,0.5,3.5,3
74157,47672,Georgian Terrible Confident,Ambient,2000,11,76607,3.5,3,5
74158,27990,Next to Pig Latin Show Significant Talented,Black Metal,2001,15,569418,2.5,1,4
74159,35384,Mind The Bus,Dance,2009,13,403362,5,5,5
74160,6718,Permit Lovers Unhappy Annoying,Western,2008,11,324262,4,1.5,0.5
74161,21865,High Uzbek Photographer Annoying Technical,Parody,2009,10,330873,2.5,1.5,1
74162,1849,Technical Vampire Computer Systems The Story of Mental,Pop-Rock,2006,3,880461,1.5,0.5,5
74163,25518,Powerful,Live,2012,8,111864,1,4,1.5
74164,37152,Arabia Will Music Sister,Holy Metal,2017,6,497101,2.5,5,2
74165,45940,Matter,Folk,2013,15,171905,2.5,3,2.5
74166,12471,Hunted Entertaining,Heavy Metal,2002,5,581240,4.5,1,4
74167,25191,China Needy Old The Shame,Live,2002,7,345632,3,4,4
74168,36227,Stealing your Lamb Just For Fun,Metal,2001,12,102017,3,1,3
74169,36981,Squirrel Loves Dodge Primrose Familiar,Brit-Pop,2001,4,809277,4.5,5,5
74170,36549,The Long And Winding Spoon Of Hunger,Punk,2007,2,575975,3.5,2,0.5
74171,47116,Yellow Electrician Cool The Below the,Pop,2017,7,114650,4.5,1,1
74172,9530,Jeep Reforge Direful,Trap,2012,14,365040,4,5,3
74173,16945,Polish Polac Banana Wild,Rap,2000,8,148267,1,3,4.5
74174,10318,Reasonable Next to,Unplugged,2013,10,976976,2,5,5
74175,12809,Confident Truck Bertie-Face Steel Lovers,Live,2012,10,493265,3.5,4,0.5
74176,42759,Badger To my Beloved,Western,2005,10,738892,4.5,3.5,0.5
74177,4978,Future Doggies Tosk Oryx Algeria,Blues,2018,4,197640,3,0.5,3.5
74178,43461,Useful Yellow Good,Live,2005,12,581751,2,3,1.5
74179,23557,Go! To my Beloved Dark Red Purple Lovers,Rap,2003,8,398045,4,1,4
74180,6082,Gentle Comprehensive Scare Algerian,Live,2001,8,438889,1,3,4
74181,10178,Dog Butter Richer Syria,Indie,2016,2,443346,1.5,2.5,3
74182,25889,Bangladesh Seafood Wine,Indie,2019,14,277846,1,1.5,4
74183,48743,Typical Persian Hebrew Gonna,Blues,2007,14,159790,3.5,2.5,5
74184,3198,Running Curious The Queen Former,Latino,2006,11,521808,0.5,3.5,4.5
74185,4207,Zebu Arabic,Boy Band,2007,6,24825,4,1.5,2.5
74186,30812,Bison Past Accountant Pakistan Flower,Dance,2009,14,669446,3.5,3.5,1.5
